layer,source_emotion,eval_vector_emotion,score
12,happy,sad,-0.1903737187385559
12,happy,angry,-0.36327412724494934
12,happy,happy,0.009433716535568237
12,happy,sad,0.10431419312953949
12,happy,angry,-0.5686469674110413
12,happy,happy,-0.12122611701488495
12,happy,sad,0.30722254514694214
12,happy,angry,-0.5448641777038574
12,happy,happy,-0.05197276920080185
12,happy,sad,-0.18345943093299866
12,happy,angry,-0.1199830174446106
12,happy,happy,-0.1772555410861969
12,happy,sad,0.11242526024580002
12,happy,angry,-0.36482858657836914
12,happy,happy,0.03888721019029617
12,happy,sad,-0.29675519466400146
12,happy,angry,-0.2859063148498535
12,happy,happy,-0.6460329294204712
12,happy,sad,0.41393953561782837
12,happy,angry,-0.30857953429222107
12,happy,happy,-0.047414764761924744
12,happy,sad,-0.08187127113342285
12,happy,angry,-0.17224496603012085
12,happy,happy,0.014753639698028564
12,happy,sad,-0.0382697731256485
12,happy,angry,-0.4215736389160156
12,happy,happy,-0.27169233560562134
12,happy,sad,0.07981029152870178
12,happy,angry,-0.227322056889534
12,happy,happy,-0.38656795024871826
12,happy,sad,0.1673104465007782
12,happy,angry,-0.3015599846839905
12,happy,happy,-0.2203516960144043
12,happy,sad,0.11552534997463226
12,happy,angry,-0.2515147626399994
12,happy,happy,-0.030189290642738342
12,happy,sad,0.08049264550209045
12,happy,angry,-0.5606961846351624
12,happy,happy,0.04876793175935745
12,happy,sad,-0.25487422943115234
12,happy,angry,-0.23377515375614166
12,happy,happy,0.2963573932647705
12,happy,sad,-0.4196324348449707
12,happy,angry,-0.26987433433532715
12,happy,happy,0.13778050243854523
12,happy,sad,-0.15117305517196655
12,happy,angry,-0.6349052786827087
12,happy,happy,0.06577220559120178
12,happy,sad,-0.06945353746414185
12,happy,angry,-0.3432462811470032
12,happy,happy,0.08847291767597198
12,happy,sad,-0.06518317759037018
12,happy,angry,-0.5130962133407593
12,happy,happy,-0.05695582926273346
12,happy,sad,0.009456280618906021
12,happy,angry,-0.29212918877601624
12,happy,happy,0.4829258322715759
12,happy,sad,-0.2006239891052246
12,happy,angry,-0.7791202664375305
12,happy,happy,-0.20751945674419403
12,happy,sad,0.05813688784837723
12,happy,angry,-0.2155906707048416
12,happy,happy,0.22073668241500854
12,happy,sad,-0.1045517548918724
12,happy,angry,-0.6476839780807495
12,happy,happy,0.3490639925003052
12,happy,sad,-0.09005209803581238
12,happy,angry,-0.6063753366470337
12,happy,happy,-0.08266542851924896
12,happy,sad,0.13322126865386963
12,happy,angry,-0.3624200224876404
12,happy,happy,0.260392427444458
12,happy,sad,-0.23964327573776245
12,happy,angry,-0.5649091005325317
12,happy,happy,-0.0645546242594719
12,happy,sad,0.2356317788362503
12,happy,angry,-0.5472702980041504
12,happy,happy,0.2118535339832306
12,happy,sad,-0.2993778586387634
12,happy,angry,-0.5714524984359741
12,happy,happy,-0.026782900094985962
12,happy,sad,-0.017756372690200806
12,happy,angry,-0.4291565716266632
12,happy,happy,-0.06520567834377289
