layer,source_emotion,eval_vector_emotion,score
20,happy,sad,2.981228828430176
20,happy,angry,2.782968521118164
20,happy,happy,2.216616153717041
20,happy,sad,2.040247917175293
20,happy,angry,2.137134313583374
20,happy,happy,2.768427848815918
20,happy,sad,2.6329522132873535
20,happy,angry,2.6077568531036377
20,happy,happy,3.022383213043213
20,happy,sad,2.833928346633911
20,happy,angry,2.904655694961548
20,happy,happy,3.5147886276245117
20,happy,sad,3.674246072769165
20,happy,angry,3.5853941440582275
20,happy,happy,2.477205753326416
20,happy,sad,2.446596145629883
20,happy,angry,2.4280714988708496
20,happy,happy,2.838547706604004
20,happy,sad,2.7212753295898438
20,happy,angry,2.6779468059539795
20,happy,happy,2.175363540649414
20,happy,sad,2.131330966949463
20,happy,angry,2.1201369762420654
20,happy,happy,3.0754876136779785
20,happy,sad,3.0514397621154785
20,happy,angry,3.0290896892547607
20,happy,happy,2.3504061698913574
20,happy,sad,2.4391462802886963
20,happy,angry,2.38999605178833
20,happy,happy,2.5427114963531494
20,happy,sad,2.50993013381958
20,happy,angry,2.375638723373413
20,happy,happy,2.3582186698913574
20,happy,sad,2.200482130050659
20,happy,angry,2.330585479736328
20,happy,happy,1.7176988124847412
20,happy,sad,1.4637210369110107
20,happy,angry,1.5191296339035034
20,happy,happy,3.0692951679229736
20,happy,sad,2.92033052444458
20,happy,angry,2.8121306896209717
20,happy,happy,2.7582850456237793
20,happy,sad,2.612518072128296
20,happy,angry,2.5560107231140137
20,happy,happy,2.962462902069092
20,happy,sad,2.7378592491149902
20,happy,angry,2.7469868659973145
20,happy,happy,2.656628131866455
20,happy,sad,2.5641825199127197
20,happy,angry,2.5624866485595703
20,happy,happy,2.7475340366363525
20,happy,sad,2.4676921367645264
20,happy,angry,2.3702378273010254
20,happy,happy,2.987143039703369
20,happy,sad,2.8802740573883057
20,happy,angry,2.904186725616455
20,happy,happy,2.8565673828125
20,happy,sad,2.626779079437256
20,happy,angry,2.563831090927124
20,happy,happy,1.877250075340271
20,happy,sad,1.7205060720443726
20,happy,angry,1.5851746797561646
20,happy,happy,3.179687976837158
20,happy,sad,3.0581817626953125
20,happy,angry,2.9509871006011963
20,happy,happy,2.4221744537353516
20,happy,sad,2.285749673843384
20,happy,angry,2.2557337284088135
20,happy,happy,2.9651594161987305
20,happy,sad,2.890364170074463
20,happy,angry,2.796867847442627
20,happy,happy,2.8648619651794434
20,happy,sad,2.615731716156006
20,happy,angry,2.603546380996704
20,happy,happy,3.088548183441162
20,happy,sad,2.9581871032714844
20,happy,angry,2.922908306121826
20,happy,happy,3.1104815006256104
20,happy,sad,2.993546724319458
20,happy,angry,2.9052090644836426
20,happy,happy,2.6254637241363525
20,happy,sad,2.498476982116699
20,happy,angry,2.3614792823791504
20,happy,happy,2.5550951957702637
20,happy,sad,2.4492368698120117
20,happy,angry,2.409266948699951
20,happy,happy,2.101804733276367
20,happy,sad,2.030282974243164
20,happy,angry,2.0283150672912598
20,happy,happy,2.3563599586486816
20,happy,sad,2.3369064331054688
20,happy,angry,2.2568142414093018
20,happy,happy,2.7984752655029297
20,happy,sad,2.7482004165649414
20,happy,angry,2.720379590988159
20,happy,happy,3.090416431427002
20,happy,sad,2.9347286224365234
20,happy,angry,2.9868698120117188
20,happy,happy,2.2088043689727783
20,happy,sad,1.8850157260894775
20,happy,angry,1.8259316682815552
20,happy,happy,2.303480863571167
20,happy,sad,2.2239737510681152
20,happy,angry,2.194164276123047
20,happy,happy,2.887089252471924
20,happy,sad,2.7050390243530273
20,happy,angry,2.620526075363159
20,happy,happy,2.931450843811035
20,happy,sad,2.8465051651000977
20,happy,angry,2.7036895751953125
8,sad,happy,1.8554291725158691
8,sad,sad,1.9703978300094604
8,sad,angry,1.9468966722488403
8,sad,happy,1.4348342418670654
8,sad,sad,1.4627788066864014
8,sad,angry,1.4484820365905762
8,sad,happy,1.315124750137329
8,sad,sad,1.3992550373077393
8,sad,angry,1.3659255504608154
8,sad,happy,1.550550937652588
8,sad,sad,1.5866947174072266
8,sad,angry,1.583180546760559
8,sad,happy,1.722312331199646
8,sad,sad,1.779040813446045
8,sad,angry,1.7424066066741943
8,sad,happy,1.493884801864624
8,sad,sad,1.549536108970642
8,sad,angry,1.5297372341156006
8,sad,happy,1.488616704940796
8,sad,sad,1.466688632965088
8,sad,angry,1.4783358573913574
8,sad,happy,1.5830981731414795
8,sad,sad,1.6331312656402588
8,sad,angry,1.6215873956680298
8,sad,happy,1.8740733861923218
8,sad,sad,1.910291314125061
8,sad,angry,1.8624502420425415
8,sad,happy,1.5937741994857788
8,sad,sad,1.6453651189804077
8,sad,angry,1.5549662113189697
8,sad,happy,1.6021379232406616
8,sad,sad,1.6852247714996338
8,sad,angry,1.588064432144165
8,sad,happy,1.3733110427856445
8,sad,sad,1.4715826511383057
8,sad,angry,1.4222493171691895
8,sad,happy,1.3122262954711914
8,sad,sad,1.318817138671875
8,sad,angry,1.2829378843307495
8,sad,happy,1.5241080522537231
8,sad,sad,1.6449470520019531
8,sad,angry,1.5881233215332031
8,sad,happy,1.6560702323913574
8,sad,sad,1.6125569343566895
8,sad,angry,1.6087309122085571
8,sad,happy,1.412420630455017
8,sad,sad,1.4587510824203491
8,sad,angry,1.4760103225708008
8,sad,happy,1.4078216552734375
8,sad,sad,1.5297315120697021
8,sad,angry,1.4672026634216309
8,sad,happy,1.5459694862365723
8,sad,sad,1.629726529121399
8,sad,angry,1.5465888977050781
8,sad,happy,1.4707725048065186
8,sad,sad,1.6019887924194336
8,sad,angry,1.4953279495239258
8,sad,happy,1.482203722000122
8,sad,sad,1.5914329290390015
8,sad,angry,1.5303103923797607
8,sad,happy,1.7358644008636475
8,sad,sad,1.7565772533416748
8,sad,angry,1.6816816329956055
8,sad,happy,1.863175868988037
8,sad,sad,1.9607281684875488
8,sad,angry,1.8816823959350586
